iter	MultiClass
636	0.1498776184
637	0.1498025294
638	0.1497911244
639	0.1497251038
640	0.1496797477
641	0.1496425108
642	0.1496213598
643	0.1495828719
644	0.1495625053
645	0.1495076487
646	0.1494698075
647	0.1494273044
648	0.149389983
649	0.1493293754
650	0.149288436
651	0.1492299684
652	0.1491977861
653	0.1491732856
654	0.1491300869
655	0.1490891858
656	0.1490397243
657	0.1489875331
658	0.1489125956
659	0.1488497908
660	0.1487861357
661	0.148752331
662	0.1487250643
663	0.1486785306
664	0.1486421833
665	0.1485986539
666	0.1485513086
667	0.148522382
668	0.148467085
669	0.148445799
670	0.1483917647
671	0.1483321214
672	0.148290653
673	0.1482418918
674	0.1482169455
675	0.1481573899
676	0.1481265252
677	0.1480715947
678	0.1480120728
679	0.1479512148
680	0.1478990112
681	0.1478706213
682	0.1478201091
683	0.1477828835
684	0.1477585503
685	0.1477181777
686	0.1476902889
687	0.1476563788
688	0.147623048
689	0.1475579213
690	0.1475162116
691	0.1474785938
692	0.1474360245
693	0.1474189139
694	0.1473380455
695	0.1472936932
696	0.1472567917
697	0.1472230054
698	0.1471750552
699	0.1471147799
700	0.1470490038
701	0.1470158977
702	0.1469891925
703	0.1469520273
704	0.1469263658
705	0.146892434
706	0.1468666182
707	0.1468309277
708	0.146791884
709	0.1467545595
710	0.1467142595
711	0.1466629923
712	0.1466283211
713	0.1465876463
714	0.1465542763
715	0.1465046797
716	0.1464397371
717	0.1463740175
718	0.1463300368
719	0.1462934639
720	0.1462429887
721	0.1462128318
722	0.1461494179
723	0.1460936523
724	0.1460446789
725	0.1460146334
726	0.1459845833
727	0.145937059
728	0.1458827284
729	0.1458291173
730	0.1458044723
731	0.1457701096
732	0.1457501057
733	0.1457236534
734	0.145688303
735	0.1456431274
736	0.1455953128
737	0.145562463
738	0.1455171499
739	0.1454939742
740	0.1454562429
741	0.1454169284
742	0.1453750386
743	0.1453419178
744	0.1453082629
745	0.1452663457
746	0.1452453055
747	0.1452115157
748	0.1451777776
749	0.1451437732
750	0.1450882223
751	0.1450622878
752	0.1450176579
753	0.1449624804
754	0.1449040541
755	0.1448639271
756	0.1448100698
757	0.1447692916
758	0.1447111442
759	0.1446655037
760	0.1446220547
761	0.1445685786
762	0.1445250274
763	0.1444704623
764	0.1444391647
765	0.1443891251
766	0.144352698
767	0.1443118953
768	0.1442544383
769	0.1442102183
770	0.1441636268
771	0.1441441254
772	0.1441099329
773	0.1440717654
774	0.1440393905
775	0.1440199701
776	0.1439857283
777	0.1439435833
778	0.143912083
779	0.1438738829
780	0.1438307167
781	0.1437974839
782	0.143760266
783	0.143722551
784	0.1436916742
785	0.1436551439
786	0.1436435348
787	0.1436145008
788	0.1435473928
789	0.1435115911
790	0.143464068
791	0.1434329493
792	0.1434090778
793	0.1433789708
794	0.143330154
795	0.1432919951
796	0.1432685718
797	0.1432480167
798	0.1432214769
799	0.1431854677
800	0.1431531299
801	0.1431130561
802	0.143077409
803	0.1430435328
804	0.1429762833
805	0.1429504397
806	0.1429097612
807	0.1428821894
808	0.142830504
809	0.1428007566
810	0.1427699907
811	0.1427344344
812	0.1426978345
813	0.1426659415
814	0.1426274301
815	0.1426098901
816	0.1425619539
817	0.1425200699
818	0.1424987712
819	0.1424641337
820	0.1424092348
821	0.1423744948
822	0.1423114713
823	0.1422784758
824	0.1422562807
825	0.1422101238
826	0.1421648443
827	0.1421389145
828	0.1421105806
829	0.1420693478
830	0.1420308773
831	0.1420085
832	0.1419767719
833	0.1419433581
834	0.1419161835
835	0.1418998005
836	0.1418484662
837	0.1418119151
838	0.1417759412
839	0.141736556
840	0.1417035981
841	0.141640644
842	0.1416096287
843	0.1415563873
844	0.1415098188
845	0.1414910113
846	0.1414630892
847	0.1414248943
848	0.141384551
849	0.1413537082
850	0.1413425564
851	0.1413141817
852	0.141269343
853	0.1412392078
854	0.1411977776
855	0.141176589
856	0.1411541982
857	0.1411219258
858	0.1411016415
859	0.1410725204
860	0.1410413345
861	0.1410217331
862	0.140982424
863	0.1409656151
864	0.1409215224
865	0.1408833213
866	0.1408494873
867	0.1407939576
868	0.1407619326
869	0.1407098067
870	0.1406702798
871	0.1406307081
872	0.1405945854
873	0.1405576472
874	0.1405428506
875	0.1405276049
876	0.1404747717
877	0.1404346142
878	0.1404146586
879	0.1403770791
880	0.1403122548
881	0.1402698241
882	0.140235351
883	0.1402214019
884	0.1401663437
885	0.1401341926
886	0.1400936494
887	0.1400742866
888	0.1400371119
889	0.1400056582
890	0.139989733
891	0.1399455821
892	0.1399031491
893	0.1398707952
894	0.1398454477
895	0.139818681
896	0.1397884886
897	0.1397692563
898	0.1397203413
899	0.1396976499
900	0.1396668544
901	0.1396406988
902	0.1396148481
903	0.1395887444
904	0.1395553243
905	0.1395086125
906	0.1394901246
907	0.1394653087
908	0.1394426903
909	0.1394247611
910	0.1393790377
911	0.1393326591
912	0.1393061443
913	0.1392815431
914	0.1392670957
915	0.1392277692
916	0.1391836833
917	0.1391543177
918	0.1391097932
919	0.1390838038
920	0.1390114411
921	0.1389774758
922	0.1389274122
923	0.1388993362
924	0.1388598692
925	0.1388198125
926	0.1387636456
927	0.1387414264
928	0.1386957085
929	0.1386700174
930	0.1386340831
931	0.1385979554
932	0.1385661178
933	0.1385301747
934	0.1385031467
935	0.1384476542
936	0.1384072082
937	0.1383772919
938	0.1383380672
939	0.1383153357
940	0.1382701703
941	0.1382191954
942	0.1381651585
943	0.138134353
944	0.1381175926
945	0.138085197
946	0.1380357221
947	0.1380042721
948	0.1379823313
949	0.1379543495
950	0.1378963136
951	0.1378466568
952	0.1378233076
953	0.1377867131
954	0.1377616158
955	0.1377268595
956	0.137700531
957	0.1376835917
958	0.1376525244
959	0.1376072763
960	0.1375793979
961	0.1375570639
962	0.1375222016
963	0.137505478
964	0.1374630022
965	0.1374358843
966	0.1373858034
967	0.1373559259
968	0.1373155929
969	0.13727007
970	0.1372223364
971	0.1371688572
972	0.1371500496
973	0.1371231108
974	0.1370895987
975	0.1370668585
976	0.137039264
977	0.1370151775
978	0.1369858839
979	0.1369604692
980	0.1369256274
981	0.136895714
982	0.1368658969
983	0.1368276736
984	0.1367957904
985	0.1367531048
986	0.1367299641
987	0.1366749639
988	0.1366497763
989	0.1366272139
990	0.1365828984
991	0.1365486782
992	0.1365219029
993	0.1364915739
994	0.136458812
995	0.136400203
996	0.1363688519
997	0.1363305183
998	0.1362791163
999	0.1362471927
1000	0.1362337945
1001	0.1362098141
1002	0.1361858806
1003	0.1361551575
1004	0.136115908
1005	0.1361056393
1006	0.1360655646
1007	0.1360342215
1008	0.1360151169
1009	0.1359782546
1010	0.1359370833
1011	0.1359035373
1012	0.135891105
1013	0.1358458363
1014	0.1358264259
1015	0.1357968499
1016	0.1357545355
1017	0.1357070785
1018	0.135662691
1019	0.1356307705
1020	0.1355825135
1021	0.1355558022
1022	0.1355400911
1023	0.1355127283
1024	0.135475148
1025	0.1354295255
1026	0.1353946332
1027	0.1353728399
1028	0.1353339267
1029	0.1352911676
1030	0.1352683446
1031	0.1352518423
1032	0.1352018732
1033	0.1351768014
1034	0.1351524616
1035	0.1351282417
1036	0.1351095863
1037	0.135081021
1038	0.1350547427
1039	0.1350166938
1040	0.1349748851
1041	0.1349561894
1042	0.1349245904
1043	0.1349130828
1044	0.1348774663
1045	0.134853083
1046	0.1347828583
1047	0.134756186
1048	0.1347237886
1049	0.1346986198
1050	0.1346627373
1051	0.1346489311
1052	0.1345837017
1053	0.1345380757
1054	0.1345096722
1055	0.1344762402
1056	0.1344431409
1057	0.1344185362
1058	0.1343868219
1059	0.1343506421
1060	0.1342898182
1061	0.1342588124
1062	0.1342263852
1063	0.1341631234
1064	0.1341372603
1065	0.134100653
1066	0.1340741379
1067	0.134046903
1068	0.1340139688
1069	0.1339720617
1070	0.1339296689
1071	0.1338940319
1072	0.133854765
1073	0.1338337676
1074	0.1337929292
1075	0.1337672935
1076	0.1337367621
1077	0.1337256633
1078	0.1337109109
1079	0.1336845589
1080	0.1336463432
1081	0.1336076172
1082	0.133566647
1083	0.1335472025
1084	0.1335048287
1085	0.1334729287
1086	0.1334417169
1087	0.1334055108
1088	0.13337433
1089	0.133350501
1090	0.1333292022
1091	0.1332723399
1092	0.1332371108
1093	0.1332170578
1094	0.1331827032
1095	0.1331538295
1096	0.133113527
1097	0.1331047362
1098	0.1330719449
1099	0.133034325
1100	0.1330059807
1101	0.132976109
1102	0.1329392742
1103	0.1328968555
1104	0.132881483
1105	0.1328452463
1106	0.1328108793
1107	0.1327782367
1108	0.1327310425
1109	0.1326894553
1110	0.1326493339
1111	0.1326126833
1112	0.132595971
1113	0.1325538791
1114	0.1325131841
1115	0.132489331
1116	0.1324413835
1117	0.1324109588
1118	0.1323673806
1119	0.13233735
1120	0.1322901457
1121	0.1322685617
1122	0.1322468641
1123	0.1322271393
1124	0.1321874284
1125	0.1321679387
1126	0.1321356221
1127	0.132094056
1128	0.1320528469
1129	0.1320290036
1130	0.1320127704
1131	0.1319652754
1132	0.1319295968
1133	0.1318881151
1134	0.1318624639
1135	0.1318413106
1136	0.1318068086
1137	0.1317715799
1138	0.1317421376
1139	0.131700263
1140	0.1316518964
1141	0.1316287317
1142	0.1315918107
1143	0.1315435788
1144	0.1315276386
1145	0.1315030436
1146	0.1314609314
1147	0.1314279348
1148	0.131388229
1149	0.1313511802
1150	0.1313256496
1151	0.1312891804
1152	0.1312602984
1153	0.1312334593
1154	0.1312077851
1155	0.1311832152
1156	0.1311448937
1157	0.1311091846
1158	0.1310690251
1159	0.1310463655
1160	0.1310310304
1161	0.1309874812
1162	0.1309538552
1163	0.1309304696
1164	0.13091303
1165	0.1308858684
1166	0.1308448045
1167	0.1308244674
1168	0.1307905152
1169	0.130762619
1170	0.1307304876
1171	0.1306878799
1172	0.1306549096
1173	0.1306101063
1174	0.1305783572
1175	0.1305505388
1176	0.1305136989
1177	0.1304891818
1178	0.130474807
1179	0.1304447805
1180	0.1304078541
1181	0.1303768758
1182	0.1303356374
1183	0.1302999363
1184	0.130259647
1185	0.1302353331
1186	0.1301904829
1187	0.1301734311
1188	0.130142961
1189	0.1300945476
1190	0.1300731788
1191	0.1300536402
1192	0.1300324793
1193	0.1299826898
1194	0.1299617243
1195	0.1299301767
1196	0.1298665299
1197	0.1298350938
1198	0.1297868331
1199	0.1297666452
